date,state,total_enrollment,total_demographic_updates,total_biometric_updates
2025-09-12,Himachal Pradesh,255,2240,2116
2025-09-12,Jammu And Kashmir,215,854,820
2025-09-12,Jharkhand,2501,13095,11523
2025-09-12,Karnataka,3258,11455,11492
2025-09-12,Kerala,1059,6051,8047
2025-09-12,Ladakh,13,40,23
2025-09-12,Lakshadweep,4,5,11
2025-09-12,Madhya Pradesh,7930,19806,30254
2025-09-12,Maharashtra,5924,24037,78211
2025-09-12,Manipur,95,1245,1655
2025-09-12,Meghalaya,536,1175,560
2025-09-12,Mizoram,35,242,200
2025-09-12,Nagaland,124,363,612
2025-09-12,Odisha,2783,11255,12810
2025-09-12,Puducherry,44,370,770
2025-09-12,Punjab,1083,7858,8579
2025-09-12,Rajasthan,7107,19811,51612
2025-09-12,Sikkim,16,100,102
2025-09-12,Tamil Nadu,3882,26596,20568
2025-09-12,Telangana,2580,26222,11865
2025-09-12,Tripura,173,1908,1054
2025-09-12,Uttar Pradesh,14010,98856,69063
2025-09-12,Uttarakhand,542,3769,4062
2025-09-12,West Bengal,5902,62357,16511
2025-09-13,Andaman And Nicobar Islands,1,18,23
2025-09-13,Andhra Pradesh,1098,7655,6503
2025-09-13,Arunachal Pradesh,67,183,112
2025-09-13,Assam,1720,6171,4014
2025-09-13,Bihar,4435,46458,15525
2025-09-13,Chandigarh,34,274,158
2025-09-13,Chhattisgarh,1231,9370,10349
2025-09-13,Dadra And Nagar Haveli And Daman And Diu,15,113,306
2025-09-13,Delhi,826,4167,5047
2025-09-13,Goa,9,155,62
2025-09-13,Gujarat,1378,8631,7828
2025-09-13,Haryana,629,3895,4737
2025-09-13,Himachal Pradesh,112,1294,832
2025-09-13,Jammu And Kashmir,615,2605,3008
2025-09-13,Jharkhand,1914,10717,7703
2025-09-13,Karnataka,1727,8201,7772
2025-09-13,Kerala,1210,6447,8251
2025-09-13,Ladakh,10,33,91
2025-09-13,Lakshadweep,3,25,24
2025-09-13,Madhya Pradesh,6186,18147,24245
2025-09-13,Maharashtra,4288,20347,58921
2025-09-13,Manipur,64,734,326
2025-09-13,Meghalaya,148,306,197
2025-09-13,Mizoram,37,141,229
2025-09-13,Nagaland,32,200,208
2025-09-13,Odisha,1818,11340,9011
2025-09-13,Puducherry,28,426,896
2025-09-13,Punjab,922,7616,7412
2025-09-13,Rajasthan,5514,17382,37487
2025-09-13,Sikkim,27,96,50
2025-09-13,Tamil Nadu,3296,19512,17447
2025-09-13,Telangana,1430,9283,7399
2025-09-13,Tripura,27,296,115
2025-09-13,Uttar Pradesh,10778,56201,49416
2025-09-13,Uttarakhand,371,2418,2590
2025-09-13,Uttaranchal,0,0,1
2025-09-13,West Bengal,4196,37534,8638
2025-09-14,Andaman And Nicobar Islands,0,4,0
2025-09-14,Andhra Pradesh,152,1515,710
2025-09-14,Arunachal Pradesh,25,107,42
2025-09-14,Assam,473,2661,954
2025-09-14,Bihar,1203,24494,2042
2025-09-14,Chandigarh,16,184,96
2025-09-14,Chhattisgarh,240,1806,2313
2025-09-14,Dadra And Nagar Haveli And Daman And Diu,5,24,34
2025-09-14,Delhi,240,2197,1601
2025-09-14,Goa,0,41,19
2025-09-14,Gujarat,211,2013,1212
2025-09-14,Haryana,161,1487,463
2025-09-14,Himachal Pradesh,14,186,33
2025-09-14,Jammu And Kashmir,62,228,310
2025-09-14,Jharkhand,623,3169,1055
2025-09-14,Karnataka,560,2345,2707
2025-09-14,Kerala,20,147,96
2025-09-14,Ladakh,0,3,2
2025-09-14,Lakshadweep,0,1,3
2025-09-14,Madhya Pradesh,604,2124,1050
2025-09-14,Maharashtra,828,3434,10899
2025-09-14,Manipur,26,166,249
2025-09-14,Meghalaya,10,21,15
2025-09-14,Mizoram,2,7,35
2025-09-14,Nagaland,14,23,19
2025-09-14,Odisha,140,945,660
2025-09-14,Puducherry,3,11,9
2025-09-14,Punjab,57,411,331
2025-09-14,Rajasthan,1651,2686,6166
2025-09-14,Sikkim,1,6,0
2025-09-14,Tamil Nadu,242,2117,1048
2025-09-14,Telangana,93,2204,384
2025-09-14,Tripura,9,102,39
2025-09-14,Uttar Pradesh,4716,27460,11845
2025-09-14,Uttarakhand,99,715,557
2025-09-14,West Bengal,2476,9853,4362
2025-09-15,Andaman And Nicobar Islands,6,70,151
2025-09-15,Andhra Pradesh,1713,18558,14575
2025-09-15,Arunachal Pradesh,81,792,471
2025-09-15,Assam,1781,13036,6035
2025-09-15,Bihar,4459,64802,20937
2025-09-15,Chandigarh,32,469,289
2025-09-15,Chhattisgarh,834,13777,11913
2025-09-15,Dadra And Nagar Haveli And Daman And Diu,14,229,514
2025-09-15,Delhi,740,5957,5734
2025-09-15,Goa,31,346,224
2025-09-15,Gujarat,2339,18608,19187
2025-09-15,Haryana,976,7308,8730
2025-09-15,Himachal Pradesh,198,2943,2123
2025-09-15,Jammu And Kashmir,473,2966,3095
2025-09-15,Jharkhand,1392,10920,8942
2025-09-15,Karnataka,2024,15728,13173
2025-09-15,Kerala,674,6598,8391
2025-09-15,Ladakh,10,9,108
2025-09-15,Lakshadweep,4,20,28
2025-09-15,Madhya Pradesh,5238,18051,32059
2025-09-15,Maharashtra,3567,20689,87346
2025-09-15,Manipur,104,1012,1266
2025-09-15,Meghalaya,404,1303,527
2025-09-15,Mizoram,48,421,580
2025-09-15,Nagaland,95,389,543
2025-09-15,Odisha,1914,12137,13792
2025-09-15,Puducherry,47,429,830
2025-09-15,Punjab,995,7427,8797
2025-09-15,Rajasthan,5106,16114,55147
2025-09-15,Sikkim,9,66,35
2025-09-15,Tamil Nadu,2948,18976,19102
2025-09-15,Telangana,1899,15714,12213
2025-09-15,Tripura,151,1325,1099
2025-09-15,Uttar Pradesh,8498,65235,76020
2025-09-15,Uttarakhand,425,2779,3680
2025-09-15,West Bengal,3974,40372,15252
2025-09-16,Andaman And Nicobar Islands,4,40,149
2025-09-16,Andhra Pradesh,1897,16926,13034
2025-09-16,Arunachal Pradesh,105,674,517
2025-09-16,Assam,1892,9461,5368
2025-09-16,Bihar,5089,52895,20318
2025-09-16,Chandigarh,40,294,268
2025-09-16,Chhatisgarh,0,0,1
2025-09-16,Chhattisgarh,1310,13909,13189
2025-09-16,Dadra And Nagar Haveli And Daman And Diu,19,250,531
2025-09-16,Delhi,837,5814,6143
2025-09-16,Goa,42,520,270
2025-09-16,Gujarat,2775,18707,19204
2025-09-16,Haryana,1089,6095,9236
2025-09-16,Himachal Pradesh,168,1656,1524
2025-09-16,Jammu And Kashmir,524,2357,3188
2025-09-16,Jharkhand,2093,11371,12242
2025-09-16,Karnataka,2259,7506,12435
2025-09-16,Kerala,798,5175,8030
2025-09-16,Ladakh,8,27,91
2025-09-16,Lakshadweep,2,12,18
2025-09-16,Madhya Pradesh,6736,18272,32282
2025-09-16,Maharashtra,4664,23869,94733
2025-09-16,Manipur,113,1035,835
2025-09-16,Meghalaya,475,1120,496
2025-09-16,Mizoram,63,367,484
2025-09-16,Nagaland,102,337,501
2025-09-16,Odisha,2158,10363,13074
2025-09-16,Puducherry,30,402,778
2025-09-16,Punjab,1045,6952,9199
2025-09-16,Rajasthan,5990,16767,47736
2025-09-16,Sikkim,20,58,25
2025-09-16,Tamil Nadu,3445,19074,20307
2025-09-16,Telangana,2115,18457,11414
2025-09-16,Tripura,142,1193,1060
2025-09-16,Uttar Pradesh,10686,67608,82058
2025-09-16,Uttarakhand,521,2470,4432
2025-09-16,West Bengal,4539,30261,15652
2025-09-17,Andaman And Nicobar Islands,5,21,166
2025-09-17,Andhra Pradesh,1749,11775,13151
2025-09-17,Arunachal Pradesh,18,225,278
2025-09-17,Assam,1153,5212,3194
2025-09-17,Bihar,3117,20777,12055
2025-09-17,Chandigarh,47,188,260
2025-09-17,Chhattisgarh,1148,7711,11672
2025-09-17,Dadra And Nagar Haveli And Daman And Diu,19,149,494
2025-09-17,Delhi,895,3690,5915
2025-09-17,Goa,55,296,324
2025-09-17,Gujarat,2841,10437,17946
2025-09-17,Haryana,1155,3990,8920
2025-09-17,Himachal Pradesh,262,1946,2260
2025-09-17,Jammu And Kashmir,547,2386,3388
2025-09-17,Jharkhand,787,6892,3041
2025-09-17,Karnataka,2106,13000,12931
2025-09-17,Kerala,800,10167,7337
2025-09-17,Ladakh,7,50,82
2025-09-17,Lakshadweep,6,21,23
2025-09-17,Madhya Pradesh,7018,26269,30379
2025-09-17,Maharashtra,4486,28914,89038
2025-09-17,Manipur,97,1044,539
2025-09-17,Meghalaya,324,1205,413
2025-09-17,Mizoram,85,410,551
2025-09-17,Nagaland,75,579,635
2025-09-17,Odisha,1275,9309,7329
2025-09-17,Puducherry,38,397,642
2025-09-17,Punjab,1026,8707,9146
2025-09-17,Rajasthan,5994,21028,41058
2025-09-17,Sikkim,4,45,20
2025-09-17,Tamil Nadu,3523,24029,19871
2025-09-17,Telangana,1959,16513,11116
2025-09-17,Tripura,21,175,153
2025-09-17,Uttar Pradesh,10769,79091,70087
2025-09-17,Uttarakhand,375,3294,3257
2025-09-17,West Bengal,3577,28045,10658
2025-09-18,Andaman And Nicobar Islands,9,57,232
2025-09-18,Andhra Pradesh,1621,19901,12765
2025-09-18,Arunachal Pradesh,33,819,452
2025-09-18,Assam,1763,20594,5403
2025-09-18,Bihar,5554,72694,22747
2025-09-18,Chandigarh,34,306,270
2025-09-18,Chhattisgarh,1347,16665,12842
2025-09-18,Dadra And Nagar Haveli And Daman And Diu,26,112,524
2025-09-18,Delhi,725,4860,5913
2025-09-18,Goa,45,407,325
2025-09-18,Gujarat,2492,12429,17222
2025-09-18,Haryana,929,4089,8842
2025-09-18,Himachal Pradesh,178,1773,2224
2025-09-18,Jammu And Kashmir,479,1972,3179
2025-09-18,Jharkhand,2143,17131,11870
2025-09-18,Karnataka,2058,12052,12952
2025-09-18,Kerala,754,8277,7424
2025-09-18,Ladakh,8,18,77
2025-09-18,Lakshadweep,6,9,23
2025-09-18,Madhya Pradesh,6104,21522,29940
2025-09-18,Maharashtra,4837,23068,100274
2025-09-18,Manipur,108,1162,714
2025-09-18,Meghalaya,133,561,164
2025-09-18,Mizoram,47,360,560
2025-09-18,Nagaland,94,366,604
2025-09-18,Odisha,2108,12269,13115
2025-09-18,Puducherry,23,429,750
2025-09-18,Punjab,1068,8110,8839
2025-09-18,Rajasthan,5837,19346,38739
2025-09-18,Sikkim,17,101,38
2025-09-18,Tamil Nadu,3514,20511,20431
2025-09-18,Telangana,1408,9383,10676
2025-09-18,Tripura,106,673,780
2025-09-18,Uttar Pradesh,9615,80790,81706
2025-09-18,Uttarakhand,497,3567,4093
2025-09-18,West Bengal,4820,38388,14879
2025-09-19,Andaman And Nicobar Islands,7,57,163
2025-09-19,Andhra Pradesh,1442,15955,12328
2025-09-19,Arunachal Pradesh,53,583,626
2025-09-19,Assam,1863,18367,5825
2025-09-19,Bihar,5434,73339,22430
2025-09-19,Chandigarh,38,398,247
2025-09-19,Chhattisgarh,1279,11704,12242
2025-09-19,Dadra And Nagar Haveli And Daman And Diu,24,89,462
2025-09-19,Delhi,646,4098,5597
2025-09-19,Goa,48,327,268
2025-09-19,Gujarat,2678,13406,16948
2025-09-19,Haryana,982,5105,9134
2025-09-19,Himachal Pradesh,194,1780,2407
2025-09-19,Jammu And Kashmir,561,1384,3395
2025-09-19,Jharkhand,1998,8292,11603
2025-09-19,Karnataka,1979,6747,13000
2025-09-19,Kerala,665,4818,7257
2025-09-19,Ladakh,2,13,75
2025-09-19,Lakshadweep,2,9,18
2025-09-19,Madhya Pradesh,4399,11199,14461
2025-09-19,Maharashtra,4490,16755,99176
2025-09-19,Manipur,97,724,1051
2025-09-19,Meghalaya,420,855,527
2025-09-19,Mizoram,57,249,581
2025-09-19,Nagaland,107,253,888
2025-09-19,Odisha,2390,9120,12782
2025-09-19,Puducherry,29,219,676
2025-09-19,Punjab,978,5703,8471
2025-09-19,Rajasthan,5272,12449,34669
2025-09-19,Sikkim,11,71,34
2025-09-19,Tamil Nadu,3385,18039,20269
2025-09-19,Telangana,1496,12059,10836
2025-09-19,Tripura,51,555,627
2025-09-19,Uttar Pradesh,9034,66848,79400
2025-09-19,Uttarakhand,509,3868,4040
2025-09-19,West Bengal,4690,37118,15290
2025-09-20,Andaman And Nicobar Islands,1,14,76
2025-09-20,Andhra Pradesh,1323,12614,11018
2025-09-20,Arunachal Pradesh,33,211,386
2025-09-20,Assam,898,8303,2936
2025-09-20,Bihar,4822,48389,22125
2025-09-20,Chandigarh,33,72,166
2025-09-20,Chhattisgarh,1008,7874,8659
2025-09-20,Dadra And Nagar Haveli And Daman And Diu,11,80,282
2025-09-20,Delhi,685,3420,5798
2025-09-20,Goa,13,161,179
2025-09-20,Gujarat,2103,9311,14967
2025-09-20,Haryana,585,3202,5837
2025-09-20,Himachal Pradesh,158,1317,2542
2025-09-20,Jammu And Kashmir,514,1307,3369
2025-09-20,Jharkhand,1924,10471,10424
2025-09-20,Karnataka,1821,11215,15792
2025-09-20,Kerala,1022,7410,10933
2025-09-20,Ladakh,6,5,47
2025-09-20,Lakshadweep,1,16,22
2025-09-20,Madhya Pradesh,4578,13979,24000
2025-09-20,Maharashtra,4096,20576,78836
2025-09-20,Manipur,123,1190,1119
2025-09-20,Meghalaya,63,206,182
2025-09-20,Mizoram,50,213,470
2025-09-20,Nagaland,121,352,657
2025-09-20,Odisha,1735,10300,10233
2025-09-20,Puducherry,35,340,772
2025-09-20,Punjab,769,6274,7202
2025-09-20,Rajasthan,3667,12219,25632
2025-09-20,Sikkim,17,12,48
2025-09-20,Tamil Nadu,2693,26892,19696
2025-09-20,Telangana,1496,17907,10766
2025-09-20,Tripura,83,890,751
2025-09-20,Uttar Pradesh,8205,70601,76125
2025-09-20,Uttarakhand,417,3470,3887
2025-09-20,West Bengal,4232,31900,13298
2025-09-21,Andhra Pradesh,23,0,0
2025-09-21,Arunachal Pradesh,2,0,0
2025-09-21,Assam,88,0,0
2025-09-21,Bihar,646,0,0
2025-09-21,Chandigarh,4,0,0
2025-09-21,Chhattisgarh,50,0,0
2025-09-21,Dadra And Nagar Haveli And Daman And Diu,4,0,0
2025-09-21,Delhi,81,0,0
2025-09-21,Gujarat,109,0,0
2025-09-21,Haryana,27,0,0
2025-09-21,Himachal Pradesh,10,0,0
2025-09-21,Jammu And Kashmir,34,0,0
2025-09-21,Jharkhand,211,0,0
2025-09-21,Karnataka,187,0,0
2025-09-21,Kerala,4,0,0
2025-09-21,Madhya Pradesh,110,0,0
2025-09-21,Maharashtra,405,0,0
2025-09-21,Manipur,8,0,0
2025-09-21,Meghalaya,4,0,0
2025-09-21,Nagaland,23,0,0
2025-09-21,Odisha,36,0,0
2025-09-21,Puducherry,2,0,0
2025-09-21,Punjab,38,0,0
2025-09-21,Rajasthan,360,0,0
2025-09-21,Tamil Nadu,108,0,0
2025-09-21,Telangana,15,0,0
2025-09-21,Tripura,10,0,0
2025-09-21,Uttar Pradesh,931,0,0
2025-09-21,Uttarakhand,30,0,0
2025-09-21,West Bengal,837,0,0
2025-09-22,Andaman And Nicobar Islands,6,0,0
2025-09-22,Andhra Pradesh,1232,0,0
2025-09-22,Arunachal Pradesh,25,0,0
2025-09-22,Assam,645,0,0
2025-09-22,Bihar,4619,0,0
2025-09-22,Chandigarh,19,0,0
2025-09-22,Chhattisgarh,970,0,0
2025-09-22,Dadra And Nagar Haveli And Daman And Diu,18,0,0
2025-09-22,Delhi,489,0,0
2025-09-22,Goa,31,0,0
2025-09-22,Gujarat,2203,0,0
2025-09-22,Haryana,287,0,0
2025-09-22,Himachal Pradesh,186,0,0
2025-09-22,Jammu And Kashmir,482,0,0
2025-09-22,Jharkhand,911,0,0
2025-09-22,Karnataka,1892,0,0
2025-09-22,Kerala,779,0,0
2025-09-22,Ladakh,5,0,0
2025-09-22,Lakshadweep,5,0,0
2025-09-22,Madhya Pradesh,3899,0,0
2025-09-22,Maharashtra,2953,0,0
2025-09-22,Manipur,129,0,0
2025-09-22,Meghalaya,407,0,0
2025-09-22,Mizoram,30,0,0
2025-09-22,Nagaland,148,0,0
2025-09-22,Odisha,2205,0,0
2025-09-22,Puducherry,43,0,0
2025-09-22,Punjab,238,0,0
2025-09-22,Rajasthan,1344,0,0
2025-09-22,Sikkim,13,0,0
2025-09-22,Tamil Nadu,3012,0,0
2025-09-22,Telangana,1096,0,0
2025-09-22,Tripura,123,0,0
2025-09-22,Uttar Pradesh,6398,0,0
2025-09-22,Uttarakhand,307,0,0
2025-09-22,West Bengal,3140,0,0
2025-09-23,Andaman And Nicobar Islands,8,0,0
2025-09-23,Andhra Pradesh,1356,0,0
2025-09-23,Arunachal Pradesh,27,0,0
2025-09-23,Assam,551,0,0
2025-09-23,Bihar,5786,0,0
2025-09-23,Chandigarh,39,0,0
2025-09-23,Chhattisgarh,1090,0,0
2025-09-23,Dadra And Nagar Haveli And Daman And Diu,17,0,0
2025-09-23,Delhi,664,0,0
2025-09-23,Goa,38,0,0
2025-09-23,Gujarat,2393,0,0
2025-09-23,Haryana,338,0,0
2025-09-23,Himachal Pradesh,206,0,0
2025-09-23,Jammu And Kashmir,156,0,0
2025-09-23,Jharkhand,1618,0,0
2025-09-23,Karnataka,1942,0,0
2025-09-23,Kerala,702,0,0
2025-09-23,Ladakh,8,0,0
2025-09-23,Lakshadweep,3,0,0
2025-09-23,Madhya Pradesh,4414,0,0
2025-09-23,Maharashtra,4387,0,0
2025-09-23,Manipur,147,0,0
2025-09-23,Meghalaya,368,0,0
2025-09-23,Mizoram,32,0,0
2025-09-23,Nagaland,103,0,0
2025-09-23,Odisha,1630,0,0
2025-09-23,Puducherry,30,0,0
2025-09-23,Punjab,1032,0,0
2025-09-23,Rajasthan,4153,0,0
2025-09-23,Sikkim,10,0,0
2025-09-23,Tamil Nadu,3119,0,0
2025-09-23,Telangana,1173,0,0
2025-09-23,Tripura,136,0,0
2025-09-23,Uttar Pradesh,7557,0,0
2025-09-23,Uttarakhand,386,0,0
2025-09-23,West Bengal,3275,0,0
2025-09-24,Andaman And Nicobar Islands,6,0,0
2025-09-24,Andhra Pradesh,1591,0,0
2025-09-24,Arunachal Pradesh,38,0,0
2025-09-24,Assam,1638,0,0
2025-09-24,Bihar,6279,0,0
2025-09-24,Chandigarh,41,0,0
2025-09-24,Chhattisgarh,875,0,0
2025-09-24,Dadra And Nagar Haveli And Daman And Diu,36,0,0
2025-09-24,Delhi,628,0,0
2025-09-24,Goa,30,0,0
2025-09-24,Gujarat,2587,0,0
2025-09-24,Haryana,1038,0,0
2025-09-24,Himachal Pradesh,228,0,0
2025-09-24,Jammu And Kashmir,609,0,0
2025-09-24,Jharkhand,1843,0,0
2025-09-24,Karnataka,2054,0,0
2025-09-24,Kerala,758,0,0
2025-09-24,Ladakh,5,0,0
2025-09-24,Lakshadweep,1,0,0
2025-09-24,Madhya Pradesh,5002,0,0
2025-09-24,Maharashtra,4855,0,0
2025-09-24,Manipur,181,0,0
2025-09-24,Meghalaya,400,0,0
2025-09-24,Mizoram,53,0,0
2025-09-24,Nagaland,112,0,0
2025-09-24,Odisha,1693,0,0
2025-09-24,Puducherry,38,0,0
2025-09-24,Punjab,1060,0,0
2025-09-24,Rajasthan,4995,0,0
2025-09-24,Sikkim,15,0,0
2025-09-24,Tamil Nadu,3405,0,0
2025-09-24,Telangana,1282,0,0
2025-09-24,Tripura,102,0,0
2025-09-24,Uttar Pradesh,8454,0,0
2025-09-24,Uttarakhand,445,0,0
2025-09-24,West Bengal,4163,0,0
2025-09-25,Andaman And Nicobar Islands,8,0,0
2025-09-25,Andhra Pradesh,1449,0,0
2025-09-25,Arunachal Pradesh,29,0,0
2025-09-25,Assam,1809,0,0
2025-09-25,Bihar,5914,0,0
2025-09-25,Chandigarh,29,0,0
2025-09-25,Chhattisgarh,1102,0,0
2025-09-25,Dadra And Nagar Haveli And Daman And Diu,13,0,0
2025-09-25,Delhi,614,0,0
2025-09-25,Goa,32,0,0
2025-09-25,Gujarat,2219,0,0
2025-09-25,Haryana,815,0,0
2025-09-25,Himachal Pradesh,199,0,0
2025-09-25,Jammu And Kashmir,459,0,0
2025-09-25,Jharkhand,1762,0,0
2025-09-25,Karnataka,2001,0,0
2025-09-25,Kerala,596,0,0
2025-09-25,Lakshadweep,2,0,0
2025-09-25,Madhya Pradesh,4475,0,0
2025-09-25,Maharashtra,4199,0,0
2025-09-25,Manipur,192,0,0
2025-09-25,Meghalaya,337,0,0
2025-09-25,Mizoram,51,0,0
2025-09-25,Nagaland,97,0,0
2025-09-25,Odisha,2051,0,0
2025-09-25,Puducherry,33,0,0
2025-09-25,Punjab,922,0,0
2025-09-25,Rajasthan,4803,0,0
2025-09-25,Sikkim,15,0,0
2025-09-25,Tamil Nadu,3024,0,0
2025-09-25,Telangana,851,0,0
2025-09-25,Tripura,78,0,0
2025-09-25,Uttar Pradesh,8746,0,0
2025-09-25,Uttarakhand,442,0,0
2025-09-25,West Bengal,3931,0,0
2025-09-26,Andaman And Nicobar Islands,6,0,0
2025-09-26,Andhra Pradesh,998,0,0
2025-09-26,Arunachal Pradesh,46,0,0
2025-09-26,Assam,1238,0,0
2025-09-26,Bihar,4200,0,0
2025-09-26,Chandigarh,32,0,0
2025-09-26,Chhattisgarh,797,0,0
2025-09-26,Dadra And Nagar Haveli And Daman And Diu,18,0,0
2025-09-26,Delhi,441,0,0
2025-09-26,Goa,29,0,0
2025-09-26,Gujarat,1461,0,0
2025-09-26,Haryana,767,0,0
2025-09-26,Himachal Pradesh,167,0,0
2025-09-26,Jammu And Kashmir,373,0,0
2025-09-26,Jharkhand,1250,0,0
2025-09-26,Karnataka,936,0,0
2025-09-26,Kerala,436,0,0
2025-09-26,Ladakh,2,0,0
2025-09-26,Madhya Pradesh,3227,0,0
2025-09-26,Maharashtra,2932,0,0
2025-09-26,Manipur,146,0,0
2025-09-26,Meghalaya,322,0,0
2025-09-26,Mizoram,50,0,0
2025-09-26,Nagaland,130,0,0
2025-09-26,Odisha,1111,0,0
2025-09-26,Puducherry,28,0,0
2025-09-26,Punjab,649,0,0
2025-09-26,Rajasthan,3387,0,0
2025-09-26,Sikkim,10,0,0
2025-09-26,Tamil Nadu,2546,0,0
2025-09-26,Telangana,580,0,0
2025-09-26,Tripura,64,0,0
2025-09-26,Uttar Pradesh,6222,0,0
2025-09-26,Uttarakhand,371,0,0
2025-09-26,West Bengal,2654,0,0
2025-09-27,Andhra Pradesh,357,0,0
2025-09-27,Arunachal Pradesh,20,0,0
2025-09-27,Assam,478,0,0
2025-09-27,Bihar,1853,0,0
2025-09-27,Chandigarh,10,0,0
2025-09-27,Chhattisgarh,186,0,0
2025-09-27,Dadra And Nagar Haveli And Daman And Diu,1,0,0
2025-09-27,Delhi,244,0,0
2025-09-27,Goa,2,0,0
2025-09-27,Gujarat,218,0,0
2025-09-27,Haryana,230,0,0
2025-09-27,Himachal Pradesh,54,0,0
2025-09-27,Jammu And Kashmir,155,0,0
2025-09-27,Jharkhand,416,0,0
2025-09-27,Karnataka,248,0,0
2025-09-27,Kerala,364,0,0
2025-09-27,Ladakh,4,0,0
2025-09-27,Madhya Pradesh,1000,0,0
2025-09-27,Maharashtra,898,0,0
2025-09-27,Manipur,73,0,0
2025-09-27,Meghalaya,28,0,0
2025-09-27,Mizoram,4,0,0
2025-09-27,Nagaland,59,0,0
2025-09-27,Odisha,388,0,0
2025-09-27,Puducherry,21,0,0
2025-09-27,Punjab,224,0,0
2025-09-27,Rajasthan,1129,0,0
2025-09-27,Sikkim,1,0,0
2025-09-27,Tamil Nadu,1099,0,0
2025-09-27,Telangana,236,0,0
2025-09-27,Tripura,3,0,0
2025-09-27,Uttar Pradesh,2683,0,0
2025-09-27,Uttarakhand,124,0,0
2025-09-27,West Bengal,779,0,0
2025-09-28,Andhra Pradesh,23,0,0
2025-09-28,Assam,107,0,0
2025-09-28,Bihar,444,0,0
2025-09-28,Chandigarh,2,0,0
2025-09-28,Chhattisgarh,31,0,0
2025-09-28,Delhi,31,0,0
2025-09-28,Gujarat,10,0,0
2025-09-28,Haryana,30,0,0
2025-09-28,Himachal Pradesh,3,0,0
2025-09-28,Jammu And Kashmir,23,0,0
2025-09-28,Jharkhand,59,0,0
2025-09-28,Karnataka,101,0,0
2025-09-28,Kerala,4,0,0
2025-09-28,Madhya Pradesh,61,0,0
2025-09-28,Maharashtra,117,0,0
2025-09-28,Manipur,9,0,0
2025-09-28,Meghalaya,2,0,0
2025-09-28,Mizoram,1,0,0
2025-09-28,Nagaland,5,0,0
2025-09-28,Odisha,14,0,0
2025-09-28,Punjab,7,0,0
2025-09-28,Rajasthan,186,0,0
2025-09-28,Tamil Nadu,56,0,0
2025-09-28,Telangana,12,0,0
2025-09-28,Tripura,3,0,0
2025-09-28,Uttar Pradesh,755,0,0
2025-09-28,Uttarakhand,35,0,0
2025-09-28,West Bengal,321,0,0
2025-09-29,Andaman And Nicobar Islands,1,0,0
2025-09-29,Andhra Pradesh,188,0,0
2025-09-29,Arunachal Pradesh,52,0,0
2025-09-29,Assam,209,0,0
2025-09-29,Bihar,751,0,0
2025-09-29,Chandigarh,6,0,0
2025-09-29,Chhattisgarh,116,0,0
2025-09-29,Dadra And Nagar Haveli And Daman And Diu,3,0,0
2025-09-29,Delhi,83,0,0
2025-09-29,Goa,18,0,0
2025-09-29,Gujarat,246,0,0
2025-09-29,Haryana,130,0,0
2025-09-29,Himachal Pradesh,25,0,0
2025-09-29,Jammu And Kashmir,60,0,0
2025-09-29,Jharkhand,87,0,0
2025-09-29,Karnataka,286,0,0
2025-09-29,Kerala,141,0,0
2025-09-29,Madhya Pradesh,470,0,0
2025-09-29,Maharashtra,580,0,0
2025-09-29,Manipur,46,0,0
2025-09-29,Meghalaya,218,0,0
2025-09-29,Mizoram,14,0,0
2025-09-29,Nagaland,114,0,0
2025-09-29,Odisha,109,0,0
2025-09-29,Puducherry,28,0,0
2025-09-29,Punjab,117,0,0
2025-09-29,Rajasthan,431,0,0
2025-09-29,Tamil Nadu,547,0,0
2025-09-29,Telangana,136,0,0
2025-09-29,Tripura,1,0,0
2025-09-29,Uttar Pradesh,1490,0,0
2025-09-29,Uttarakhand,67,0,0
2025-09-29,West Bengal,124,0,0
2025-09-30,Andhra Pradesh,32,0,0
2025-09-30,Arunachal Pradesh,52,0,0
2025-09-30,Assam,104,0,0
2025-09-30,Bihar,170,0,0
2025-09-30,Chhattisgarh,7,0,0
2025-09-30,Delhi,29,0,0
2025-09-30,Goa,37,0,0
2025-09-30,Gujarat,36,0,0
2025-09-30,Haryana,29,0,0
2025-09-30,Jammu And Kashmir,6,0,0
2025-09-30,Jharkhand,4,0,0
2025-09-30,Karnataka,33,0,0
2025-09-30,Kerala,29,0,0
2025-09-30,Madhya Pradesh,39,0,0
2025-09-30,Maharashtra,100,0,0
2025-09-30,Manipur,8,0,0
2025-09-30,Meghalaya,204,0,0
2025-09-30,Mizoram,13,0,0
2025-09-30,Nagaland,133,0,0
2025-09-30,Odisha,13,0,0
2025-09-30,Puducherry,27,0,0
2025-09-30,Punjab,19,0,0
2025-09-30,Rajasthan,31,0,0
2025-09-30,Tamil Nadu,153,0,0
2025-09-30,Telangana,68,0,0
2025-09-30,Tripura,1,0,0
2025-09-30,Uttar Pradesh,535,0,0
2025-09-30,Uttarakhand,16,0,0
2025-09-30,West Bengal,16,0,0
2025-10-13,Andaman And Nicobar Islands,10,42,0
2025-10-13,Andhra Pradesh,1901,7283,202
2025-10-13,Arunachal Pradesh,54,350,3
2025-10-13,Assam,2467,9593,371
2025-10-13,Bihar,11529,40984,115
2025-10-13,Chandigarh,32,116,0
2025-10-13,Chhattisgarh,1464,8946,29
2025-10-13,Dadra And Nagar Haveli And Daman And Diu,19,13,1
2025-10-13,Delhi,811,1228,34
2025-10-13,Goa,35,155,3
